Title	Author	Published At	Source	URL
The 25 best new horror movies of 2024 (so far)	Caralynn Matassa	2024-11-01T15:32:56Z	Business Insider	https://www.businessinsider.com/best-new-horror-movies-2024	Recommended Viewings: “The Substance” by Coralie Fargeat	Staff	2024-10-31T13:00:54Z	Booooooom.com	https://www.booooooom.com/2024/10/31/recommended-viewings-the-substance-by-coralie-fargeat/
The Interview With the Vampire Movie Almost Had a Wild Bloodsucking Moment With Brad Pitt	Cheryl Eddy	2024-11-11T18:45:24Z	Gizmodo.com	https://gizmodo.com/the-interview-with-the-vampire-movie-deleted-scene-directors-cut-brad-pitt-2000523088										
30 years ago, this movie gave video game adaptations a bad name	Blair Marnell	2024-11-05T13:00:27Z	Digital Trends	https://www.digitaltrends.com/movies/thirty-years-ago-this-movie-gave-video-game-adaptations-a-bad-name/										
M. Night Shyamalan’s cameos ranked in order of importance	Austen Goslin, Toussaint Egan	2024-10-25T14:20:47Z	Polygon	https://www.polygon.com/entertainment/469542/m-night-shyamalan-cameos-ranked-trap										
20 years ago, the J-horror remake craze of the 2000s peaked with this movie	David Caballero	2024-10-22T14:00:39Z	Digital Trends	https://www.digitaltrends.com/movies/the-grudge-20-year-anniversary/										
With Heretic, directors Scott Beck and Bryan Woods want to scare the hell out of you	Dan Girolamo	2024-11-09T18:00:29Z	Digital Trends	https://www.digitaltrends.com/movies/heretic-scott-beck-bryan-woods-interview-religious-horror-movie/										
M. Night Shyamalan has always been brilliant. It’s audiences who are finally catching up	Austen Goslin	2024-10-24T21:08:25Z	Polygon	https://www.polygon.com/movies/468716/m-night-shyamalan-has-always-been-great-essay-trap-streaming										
20 details you probably missed in 'The Nightmare Before Christmas'	Amory Rose	2024-10-22T18:23:12Z	Business Insider	https://www.businessinsider.com/the-nightmare-before-christmas-clever-details-you-probably-missed										
'Look Back' Anime Movie Hits Streaming: When to Watch on Prime Video	Kourtnee Jackson	2024-11-06T17:30:00Z	CNET	https://www.cnet.com/tech/services-and-software/look-back-anime-movie-hits-streaming-when-to-watch-on-prime-video/										
Quentin Tarantino Praises ‘Joker: Folie à Deux’: Todd Phillips Is ‘Saying F**k You’ to the Audience and ‘Comic Book Geeks’	Ryan Lattanzio	2024-10-29T22:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/quentin-tarantino-praises-joker-folie-a-deux-f-you-audiences-1235061004/										
The History Behind Steve McQueen’s World War II Drama Blitz	Olivia B. Waxman	2024-11-01T12:00:00Z	Time	https://time.com/7113646/blitz-true-story/										
The Only Major Actors Still Alive From Hogan's Heroes	staff@slashfilm.com (Jeremy Smith)	2024-11-18T19:00:00Z	/FILM	https://www.slashfilm.com/1711956/hogans-heroes-actors-still-alive/										
How one of YouTube’s biggest ASMRtists created her shot-for-shot Shrek remake	Zoë Hannah	2024-10-23T23:26:54Z	Polygon	https://www.polygon.com/youtube/469454/gibi-asmr-shrek-remake-youtube										
Lady in the Water is the bridge between 2 eras of M. Night Shyamalan	Pete Volk	2024-10-25T14:18:56Z	Polygon	https://www.polygon.com/what-to-watch/468835/lady-in-the-water-m-night-shyamalan-its-good-actually										
Wicked Director Jon M. Chu Discusses Splitting the Musical Into 2 Films	Germain Lussier	2024-11-20T00:00:57Z	Gizmodo.com	https://gizmodo.com/why-is-wicked-two-films-director-jon-chu-interview-2000526647										
Toei, Spaceport and Twin Atlas launch Hypergalactic: Monkey Quest on Roblox	Dean Takahashi	2024-11-08T15:00:00Z	VentureBeat	https://venturebeat.com/games/toei-spaceport-and-twin-atlas-launch-hypergalactic-monkey-quest-on-roblox/										
Cinema Eye Honors Rolls Out First Batch of 2025 Documentary Nominees and Contenders	Marcus Jones	2024-10-24T21:30:00Z	IndieWire	https://www.indiewire.com/awards/results/cinema-eye-honors-2025-long-list-nominees-documentaries-1235059875/										
The One Opinion on This Year’s Best Picture Front-Runner That Really Matters	Risdon Roberts	2024-10-23T16:25:22Z	Slate Magazine	https://slate.com/culture/2024/10/anora-movie-film-2024-mikey-madison-sean-baker-sex-worker.html										
Why Wasn’t Sideshow Bob in ‘The Simpsons Movie’?	JM McNab	2024-11-19T14:40:00Z	Cracked.com	https://www.cracked.com/article_44436_why-wasnt-sideshow-bob-in-the-simpsons-movie.html										
Sebastian Stan is so glad he doesn’t have to explain the ending of A Different Man	Tasha Robinson	2024-11-09T00:13:47Z	Polygon	https://www.polygon.com/q-and-a/476632/sebastian-stan-a-different-man-adam-pearson-director-interview-streaming										
‘Venom 3’ slinks to $51 million, lowest opening weekend of comic book trilogy	Variety	2024-10-28T06:54:06Z	NBC News	https://www.nbcnews.com/pop-culture/pop-culture-news/venom-3-slinks-51-million-lowest-opening-weekend-comic-book-trilogy-rcna177546
John Wick's Puppy Death Scene Was A Major Point Of Contention	staff@slashfilm.com (Nina Starner)	2024-10-22T21:03:45Z	/FILM	https://www.slashfilm.com/1694948/john-wick-puppy-death-scene-point-contention/										
Summer Family Movie Flop Debuts Big On Netflix Top 10 U.S. Movies Chart	Tim Lammers, Contributor, https://www.forbes.com/sites/timlammers/	2024-11-05T23:34:43Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/05/summer-family-movie-flop-debuts-big-on-netflix-top-10-us-movies-chart/										
‘Red One’ Opens Up Huge Critic And Audience Score Split	Paul Tassi, Senior Contributor, https://www.forbes.com/sites/paultassi/	2024-11-18T13:57:47Z	Forbes	https://www.forbes.com/sites/paultassi/2024/11/18/red-one-opens-up-huge-critic-and-audience-score-split/										
How Do You Make ‘The Substance’? Start With “a Volcano of Blood”	David Canfield	2024-10-24T13:00:00Z	Vanity Fair	https://www.vanityfair.com/hollywood/story/the-substance-shot-list-coralie-fargeat-awards-insider										
Make Your Movie For an Audience of One	Guest Author	2024-11-11T15:03:04Z	Nofilmschool.com	https://nofilmschool.com/mark-h-rapaport-hippo										
30 Years Ago, Star Trek's Most Ambitious Crossover Was Merely A Modest Box Office Hit	staff@slashfilm.com (Ryan Scott)	2024-11-16T15:30:00Z	/FILM	https://www.slashfilm.com/1715082/star-trek-generations-crossover-modest-box-office-hit-30-years-ago/										
James Gunn Didn't Mince Words About The 1986 Howard The Duck Movie	staff@slashfilm.com (Witney Seibold)	2024-11-18T13:45:34Z	/FILM	https://www.slashfilm.com/1702610/james-gunn-howard-the-duck-movie-hate/										
Heretic Aims To Make Hugh Grant A Horror Star At The Box Office	staff@slashfilm.com (Ryan Scott)	2024-11-01T19:00:56Z	/FILM	https://www.slashfilm.com/1702340/hugh-grant-horror-movie-heretic-box-office-prediction/										
"Quentin Tarantino Loves Joker 2, Says It's A ""F*** You"" To Comic Book Fans"	Blair Marnell	2024-10-29T20:38:00Z	GameSpot	https://www.gamespot.com/articles/quentin-tarantino-loves-joker-2-says-its-a-f-you-to-comic-book-fans/1100-6527470/										
Jesse Eisenberg Picks Up Indie Star Award at American Film Festival, Talks ‘A Real Pain’: ‘I Wanted to Make an American Indie Film, but in Poland’	Leo Barraclough	2024-11-07T10:21:50Z	Variety	https://variety.com/2024/film/global/jesse-eisenberg-american-film-festival-real-pain-1236203475/										
A Guinness World Records Consultant Analyzed 27,000 Horror Movies for a New Report. Here’s What He Found	Christian Zilko	2024-10-22T16:00:00Z	IndieWire	https://www.indiewire.com/features/interviews/the-horror-movie-report-analyzes-27000-films-takeaways-1235057942/										
Bruce Willis' Last Movie Was An Overlooked 2023 Sci-Fi Action Thriller	staff@slashfilm.com (Danielle Ryan)	2024-10-26T16:30:00Z	/FILM	https://www.slashfilm.com/1697852/bruce-willis-final-movie-2023-sci-fi-action-thriller-assassin/										
In praise of the “middlebrow” movie	Kyndall Cunningham	2024-11-08T22:59:58Z	Vox	https://www.vox.com/culture/382672/conclave-challengers-trap-it-ends-with-us-movies										
Before He Became Spider-Man, Andrew Garfield Starred In A Tom Cruise Flop	staff@slashfilm.com (Ryan Scott)	2024-11-15T12:45:51Z	/FILM	https://www.slashfilm.com/1712570/andrew-garfield-tom-cruise-flop-before-spider-man-lions-for-lambs/										
Tom Cruise Saved Mission: Impossible Rogue Nation's Ending With A Smart Change	staff@slashfilm.com (Witney Seibold)	2024-10-20T03:00:00Z	/FILM	https://www.slashfilm.com/1685783/tom-cruise-saved-mission-impossible-rogue-nation-ending-change/										
The Main Reason To See Robert Zemeckis' New Movie Is The Same Thing That Holds It Back	staff@slashfilm.com (Ben Pearson)	2024-11-01T21:22:06Z	/FILM	https://www.slashfilm.com/1703775/main-reason-to-see-robert-zemeckis-here-same-thing-holds-it-back/										
20 interesting things you probably didn't know about the 'Scream' movies	Andrew LaSane,Eammon Jacobs	2024-10-31T15:47:10Z	Business Insider	https://www.businessinsider.com/scream-movies-cool-facts-you-may-not-know-2021-10										
15 Years Later, Ti West's Breakout Horror Movie Is The Perfect Halloween Watch	staff@slashfilm.com (Ben Pearson)	2024-10-23T21:25:05Z	/FILM	https://www.slashfilm.com/1696129/15-years-later-ti-west-breakout-horror-movie-perfect-halloween-watch/										
Horror Movies Aren't Doomed, And Everyone Saying So Is Just An Idiot	staff@slashfilm.com (Matt Donato)	2024-11-07T12:45:30Z	/FILM	https://www.slashfilm.com/1707250/horror-movies-not-doomed/										
Veterans Movie 'My Dead Friend Zoe' Trailer Featuring Natalie Morales	Alex Billington	2024-11-13T17:06:27Z	First Showing	https://www.firstshowing.net/2024/veterans-movie-my-dead-friend-zoe-trailer-featuring-natalie-morales/										
Tom Holland Confirms 'Spider-Man 4' Is on the Way, Shooting To Begin Next Summer	info@hypebeast.com (Hypebeast)	2024-10-23T15:24:08Z	HYPEBEAST	https://hypebeast.com/2024/10/marvel-sony-pictures-tom-holland-confirms-spider-man-4-shooting-summer-2025-news										
Gareth Edwards Teases Jurassic World Rebirth’s “Embarassment of Riches”	Justin Carter	2024-11-16T15:30:29Z	Gizmodo.com	https://gizmodo.com/gareth-edwards-jurassic-world-rebirth-2000525389										
The Correct Order To Watch The Omen Movies	staff@slashfilm.com (Rafael Motamayor)	2024-11-11T18:00:46Z	/FILM	https://www.slashfilm.com/1704445/the-omen-movies-in-order/										
Tom Hardy says farewell to the alien symbiote at NYCC's 'Venom: The Last Dance' panel	stingrayghost@gmail.com (Jeff Spry)	2024-10-23T16:00:08Z	Space.com	https://www.space.com/tom-hardy-venom-last-dance-nycc-2024										
J. A. Bayona Reveals Why He Was Surprised That Audiences Flocked To ‘Society Of The Snow’ — MIPCOM	Max Goldbart	2024-10-22T15:09:13Z	Deadline	http://deadline.com/2024/10/j-a-bayona-society-of-the-snow-young-audiences-mipcom-1236144147/										
‘My Weird School’ Movie Based On Books Gets Nickelodeon Greenlight	Denise Petski	2024-10-24T17:30:00Z	Deadline	http://deadline.com/2024/10/my-weird-school-movie-books-nickelodeon-1236156680/										
Peter Bart: Indies Put Their Faith In Older Demos For Serious Fare Like ‘Conclave’	Patrick Hipes	2024-11-14T20:30:00Z	Deadline	http://deadline.com/2024/11/hollywood-older-moviegoers-adult-fare-1236176966/										
Bonkers Grindhouse WWII Action Movie 'Dick Dynamite 1944' Trailer	Alex Billington	2024-11-18T21:13:19Z	First Showing	https://www.firstshowing.net/2024/bonkers-grindhouse-wwii-action-film-dick-dynamite-1944-full-trailer/										
10 Movie Musicals to Kickstart Your Bollywood Journey	Proma Khosla	2024-11-19T15:00:00Z	IndieWire	https://www.indiewire.com/features/best-of/best-bollywood-intro-movies-musicals-1235066332/										
‘The Wild Robot’ Streaming: How To Watch the Hit Animated Movie at Home	Jonathan Zavaleta	2024-11-05T23:43:03Z	Rolling Stone	http://www.rollingstone.com/product-recommendations/lifestyle/the-wild-robot-streaming-how-to-watch-1235154478/										
Cinema Eye Honors: ‘Girls State’, ‘Ren Faire’ Lead Broadcast Nominees; Audience Choice Award Longlist Revealed	Patrick Hipes	2024-10-24T21:30:00Z	Deadline	http://deadline.com/2024/10/cinema-eye-honors-2024-nominations-list-1236157695/										
Smile 2 Director Wanted Audiences To Feel Complicit In That Shocking Ending [Exclusive]	staff@slashfilm.com (Ben Pearson)	2024-11-19T22:00:22Z	/FILM	https://www.slashfilm.com/1717472/smile-2-director-wanted-audiences-feel-complicit-shocking-ending-exclusive/										
10 best Robert Zemeckis movies, ranked	Anthony Orlando	2024-11-06T14:00:05Z	Digital Trends	https://www.digitaltrends.com/movies/10-best-robert-zemeckis-movies-ranked/										
Finally, Some Good News: Orphan 3 Is Actually Happening	staff@slashfilm.com (Chris Evangelista)	2024-11-04T21:50:33Z	/FILM	https://www.slashfilm.com/1705197/orphan-3-happening-isabelle-fuhrman-returning/										
I Scream		2024-11-04T20:30:00Z	Penny-arcade.com	https://www.penny-arcade.com/news/post/2024/11/04/i-scream										
Tom Cruise's Next Big Sequel Already Feels Like A Huge Mistake	staff@slashfilm.com (Ben Pearson)	2024-11-05T22:41:28Z	/FILM	https://www.slashfilm.com/1706314/tom-cruise-days-of-thunder-2-feels-like-huge-mistake/										
What’s Real in ‘Woman of the Hour,’ Anna Kendrick’s New Movie About the Dating Game Killer	Elisabeth Garber-Paul	2024-10-28T17:14:58Z	Rolling Stone	http://www.rollingstone.com/culture/culture-features/woman-of-the-hour-fact-check-1235145031/										
10 best adventure movies of all time, ranked	Hannah Saab	2024-10-22T14:30:32Z	Digital Trends	https://www.digitaltrends.com/movies/best-adventure-movies-of-all-time-ranked/										
Breaking Baz: Andrew Lloyd Webber Conjures New West End & Broadway Musical ‘The Illusionist’; ‘Sunset Boulevard’s Jamie Lloyd Directing	Baz Bamigboye	2024-10-28T14:31:45Z	Deadline	http://deadline.com/2024/10/andrew-lloyd-webber-new-musical-the-illusionist-jamie-lloyd-director-1236159690/										
Nintendo Reveals Release Window for Live-Action The Legend of Zelda Movie	Jackson Hayes	2024-11-06T16:09:56Z	The Escapist	https://www.escapistmagazine.com/nintendo-reveals-release-window-for-live-action-the-legend-of-zelda-movie/										
10 best sci-fi horror movies to watch ahead of Halloween	Grace Dean	2024-10-21T20:00:01Z	Space.com	https://www.space.com/best-sci-fi-horror-movies										
‘The Best Christmas Pageant Ever’ Review: Judy Greer Leads a Faith-Based Christmas Film That’s Only for the True Believers	Christian Zilko	2024-11-08T21:03:31Z	IndieWire	https://www.indiewire.com/criticism/movies/the-best-christmas-pageant-ever-review-1235063624/										
The ‘Emilia Pérez’ Cinematography Had One Goal for That Climactic Shootout: ‘The Night Is Eating Up the World’	Mark Peikert	2024-11-07T21:30:00Z	IndieWire	https://www.indiewire.com/features/craft/emilia-perez-cinematography-interview-deakins-fraser-influences-netflix-1235062855/										
‘Being Maria,’ Starring Matt Dillon as Marlon Brando During Controversial ‘Last Tango in Paris’ Shoot, Secures U.S. Deal With Kino Lorber (EXCLUSIVE)	Elskes	2024-11-01T03:31:34Z	Variety	https://variety.com/2024/film/global/matt-dillon-marlon-brando-being-maria-last-tango-in-paris-kino-lorber-1236197055/										
12 Jokes From ‘Airplane!’ to Remind You What An Actual Comedy Looks Like	Eli Yudin	2024-10-22T17:00:00Z	Cracked.com	https://www.cracked.com/article_44056_12-jokes-from-airplane-to-remind-you-what-an-actual-comedy-looks-like.html										
Robin Williams Once Almost Killed Danny DeVito	Matt Solomon	2024-10-24T19:30:00Z	Cracked.com	https://www.cracked.com/article_44104_robin-williams-once-almost-killed-danny-devito.html										
Tom Holland Joins Christopher Nolan’s Next Movie, and We Heard a Great Rumor About It	Germain Lussier	2024-10-21T21:35:52Z	Gizmodo.com	https://gizmodo.com/christopher-nolan-new-movie-plot-tom-holland-imax-2000514765										
Milla Jovovich Will Star in the Final George A. Romero Zombie Film, Twilight of the Dead	Germain Lussier	2024-11-01T22:00:39Z	Gizmodo.com	https://gizmodo.com/milla-jovovich-george-a-romero-twilight-of-the-dead-2000519768										
2 New Predator Movies Are Coming in 2025	Germain Lussier	2024-10-24T19:40:29Z	Gizmodo.com	https://gizmodo.com/2-new-predator-movies-are-coming-in-2025-2000516237										
Denzel Washington Casually Announces He’ll Be in Black Panther 3	Isaiah Colbert	2024-11-12T15:45:09Z	Gizmodo.com	https://gizmodo.com/denzel-washington-marvel-mcu-black-panther-3-ryan-coogler-2000523551										
We Heard a Juicy Rumor About That Secret Predator Movie	Germain Lussier	2024-10-25T17:05:32Z	Gizmodo.com	https://gizmodo.com/secret-predator-movie-dan-trachtenberg-badlands-prey-2000516609										
Smile‘s Director Already Has Ideas For Where Smile 3 Could Go	Gordon Jackson	2024-10-31T13:00:00Z	Gizmodo.com	https://gizmodo.com/smile-3-sequel-ideas-parker-finn-2000518568										
Tim Burton on his dinosaur collection and why the internet makes him depressed		2024-10-24T07:26:34Z	BBC News	https://www.bbc.com/news/articles/c154gqxel1eo										
Godzilla Minus One‘s Director Really Wants You to Know He’s a Cat Guy	James Whitbrook	2024-10-20T15:30:56Z	Gizmodo.com	https://gizmodo.com/nycc-2024-godzilla-minus-one-takashi-yamazaki-cats-2000514144										
Watch Ke Huy Quan as a Unassuming Killer in His First Post-Oscar Film	Germain Lussier	2024-10-22T17:45:58Z	Gizmodo.com	https://gizmodo.com/watch-ke-huy-quan-as-a-unassuming-killer-in-his-first-post-oscar-film-2000515036										
Daft Punk’s Anime Dreamscape Interstella 5555 Is Coming Back to Theaters For One More Time	James Whitbrook	2024-10-30T16:00:17Z	Gizmodo.com	https://gizmodo.com/daft-punk-discovery-interstella-5555-movie-release-2000518344										
Disney Replaces Blade on Release Schedule with New Predator Movie	Germain Lussier	2024-10-22T16:53:20Z	Gizmodo.com	https://gizmodo.com/blade-release-date-cancel-prey-2-predator-2000515095										
Denis Villeneuve Responds to Quentin Tarantino Refusing to Watch Dune: ‘I Don’t Care’	Isaiah Colbert	2024-11-08T23:25:27Z	Gizmodo.com	https://gizmodo.com/denis-villeneuve-responds-to-quentin-tarantino-refusing-to-watch-dune-i-dont-care-2000522377										
Critics say Gladiator II is 'gobsmacking' and 'loopy'		2024-11-11T16:32:18Z	BBC News	https://www.bbc.com/news/articles/c20g5xw0y6wo										
Transformers One Is Now on Digital and We’ve Got an Exclusive Clip	Germain Lussier	2024-10-22T15:00:13Z	Gizmodo.com	https://gizmodo.com/transformers-one-home-release-date-cybertron-2000514447										
'I never thought I would make it to this stage'		2024-10-23T05:08:59Z	BBC News	https://www.bbc.com/news/articles/c4gq01939y3o										
Marvel Reveals Deadpool & Wolverine‘s Disney+ Release Date via Literal Toilet Humor	Isaiah Colbert	2024-10-30T14:00:36Z	Gizmodo.com	https://gizmodo.com/deadpool-and-wolverine-streaming-disney-plus-release-date-marvel-2000518301										
The Latest Look at Disney’s Live-Action Stitch Will Fill You With Cute Aggression	Cheryl Eddy	2024-11-08T22:20:17Z	Gizmodo.com	https://gizmodo.com/the-latest-look-at-disneys-live-action-stitch-will-fill-you-with-cute-aggression-2000522234										
All The Saw Movies, Ranked From Worst To Best	Caroline Madden	2024-10-21T12:15:00Z	Kotaku	https://kotaku.com/saw-movies-ranked-in-order-how-many-horror-jigsaw-1851673838										
Here’s How They Brought the Minecraft Movie to Life, Even If They Shouldn’t Have	Gordon Jackson	2024-11-18T19:48:01Z	Gizmodo.com	https://gizmodo.com/heres-how-they-brought-the-minecraft-movie-to-life-even-if-they-shouldnt-have-2000525950										
An Unlikely Alien Species Returns in Star Wars: Skeleton Crew	Gordon Jackson	2024-10-22T13:00:36Z	Gizmodo.com	https://gizmodo.com/an-unlikely-alien-species-returns-in-star-wars-skeleton-crew-2000514855										
The First Reactions to Nosferatu Call It ‘Pure Evil,’ ‘Erotic,’ and ‘Devilishly Bloody’	Isaiah Colbert	2024-11-08T17:40:33Z	Gizmodo.com	https://gizmodo.com/the-first-reactions-to-nosferatu-call-it-pure-evil-erotic-and-devilishly-bloody-2000522031										
Count Down to Halloween With These 10 Scary Hulu and Disney+ Movies	Cheryl Eddy	2024-10-28T22:44:26Z	Gizmodo.com	https://gizmodo.com/halloween-best-streaming-horror-hulu-disney-plus-2000517558										
David Fincher’s Next Project May Be in the World of Squid Game	Gordon Jackson	2024-10-28T21:35:19Z	Gizmodo.com	https://gizmodo.com/david-finchers-next-project-may-be-in-the-world-of-squid-game-2000517656										
Alien: Romulus is Bringing Its Terror to VHS in December	Justin Carter	2024-10-20T16:25:57Z	Gizmodo.com	https://gizmodo.com/alien-romulus-vhs-release-2000514136										
Disney May Have Found an Incredibly Obvious Choice for Its Live-Action Prince Charming	Gordon Jackson	2024-10-23T18:10:07Z	Gizmodo.com	https://gizmodo.com/disney-may-have-found-an-incredibly-obvious-choice-for-its-live-action-prince-charming-2000515673										
Add Ninjago To the List of Live-Action Lego Movies We’re Getting	Justin Carter	2024-11-03T15:30:55Z	Gizmodo.com	https://gizmodo.com/lego-ninjago-live-action-movie-2000519881										
Nosferatu‘s Take on Count Orlok Sounds Fascinatingly Disgusting	Gordon Jackson	2024-11-12T19:01:22Z	Gizmodo.com	https://gizmodo.com/nosferatus-take-on-count-orlok-sounds-fascinatingly-disgusting-2000523667										
Wicked Is a Rousing, Gorgeous, Slightly Drawn Out Musical Adventure	Germain Lussier	2024-11-19T20:00:32Z	Gizmodo.com	https://gizmodo.com/wicked-movie-review-ariana-grande-wizard-of-oz-2000521709										
Venom: The Last Dance Knows Fans Wanted More Venom and Eddie	Isaiah Colbert	2024-10-24T16:04:27Z	Gizmodo.com	https://gizmodo.com/venom-the-last-dance-knows-fans-wanted-more-venom-and-eddie-2000515973										
Godzilla Minus One director is back for a sequel	Matt Patches	2024-11-01T18:04:38Z	Polygon	https://www.polygon.com/movies/473878/godzilla-minus-one-sequel-director										
